orig_image,mask_image
images\ch13_20221229153446_20221229163446_@039720.bmp,masks\ch13_20221229153446_20221229163446_@039720.bmp
images\ch13_20221229153446_20221229163446_@041572.bmp,masks\ch13_20221229153446_20221229163446_@041572.bmp
images\ch13_20221229153446_20221229163446_@042035.bmp,masks\ch13_20221229153446_20221229163446_@042035.bmp
images\ch13_20221229153446_20221229163446_@042961.bmp,masks\ch13_20221229153446_20221229163446_@042961.bmp
images\ch13_20221229153446_20221229163446_@051387.bmp,masks\ch13_20221229153446_20221229163446_@051387.bmp
images\ch13_20221229153446_20221229163446_@053238.bmp,masks\ch13_20221229153446_20221229163446_@053238.bmp
images\ch13_20221229153446_20221229163446_@055275.bmp,masks\ch13_20221229153446_20221229163446_@055275.bmp
images\ch13_20221229153446_20221229163446_@061569.bmp,masks\ch13_20221229153446_20221229163446_@061569.bmp
images\ch13_20221229153446_20221229163446_@067962.bmp,masks\ch13_20221229153446_20221229163446_@067962.bmp
images\ch13_20221229153446_20221229163446_@070368.bmp,masks\ch13_20221229153446_20221229163446_@070368.bmp
images\ch13_20221229153446_20221229163446_@075090.bmp,masks\ch13_20221229153446_20221229163446_@075090.bmp
images\ch15_20221228193446_20221228203446@004813.bmp,masks\ch15_20221228193446_20221228203446@004813.bmp
images\ch15_20221228193446_20221228203446@005183.bmp,masks\ch15_20221228193446_20221228203446@005183.bmp
images\ch15_20221228193446_20221228203446@006664.bmp,masks\ch15_20221228193446_20221228203446@006664.bmp
images\ch15_20221228193446_20221228203446@007960.bmp,masks\ch15_20221228193446_20221228203446@007960.bmp
images\ch15_20221228193446_20221228203446@014440.bmp,masks\ch15_20221228193446_20221228203446@014440.bmp
images\ch15_20221228193446_20221228203446@016291.bmp,masks\ch15_20221228193446_20221228203446@016291.bmp
images\ch15_20221228193446_20221228203446@020364.bmp,masks\ch15_20221228193446_20221228203446@020364.bmp
images\ch15_20221228193446_20221228203446@028140.bmp,masks\ch15_20221228193446_20221228203446@028140.bmp
images\ch15_20221228193446_20221228203446@037951.bmp,masks\ch15_20221228193446_20221228203446@037951.bmp
images\ch15_20221228193446_20221228203446@049800.bmp,masks\ch15_20221228193446_20221228203446@049800.bmp
images\ch15_20221228193446_20221228203446@056650.bmp,masks\ch15_20221228193446_20221228203446@056650.bmp
images\ch15_20221228193446_20221228203446@071460.bmp,masks\ch15_20221228193446_20221228203446@071460.bmp
images\ch15_20221228193446_20221228203446@084790.bmp,masks\ch15_20221228193446_20221228203446@084790.bmp
images\ch15_20221228193446_20221228203446@098860.bmp,masks\ch15_20221228193446_20221228203446@098860.bmp
images\ch15_20221228193446_20221228203446@102933.bmp,masks\ch15_20221228193446_20221228203446@102933.bmp
images\ch15_20221229153446_20221229163446_@021659.bmp,masks\ch15_20221229153446_20221229163446_@021659.bmp
images\ch15_20221229153446_20221229163446_@024344.bmp,masks\ch15_20221229153446_20221229163446_@024344.bmp
images\ch15_20221229153446_20221229163446_@025547.bmp,masks\ch15_20221229153446_20221229163446_@025547.bmp
images\ch15_20221229153446_20221229163446_@026010.bmp,masks\ch15_20221229153446_20221229163446_@026010.bmp
images\ch15_20221229153446_20221229163446_@026565.bmp,masks\ch15_20221229153446_20221229163446_@026565.bmp
images\ch15_20221229153446_20221229163446_@026750.bmp,masks\ch15_20221229153446_20221229163446_@026750.bmp
images\ch15_20221229153446_20221229163446_@027028.bmp,masks\ch15_20221229153446_20221229163446_@027028.bmp
images\ch15_20221229153446_20221229163446_@030453.bmp,masks\ch15_20221229153446_20221229163446_@030453.bmp
images\ch15_20221229153446_20221229163446_@030823.bmp,masks\ch15_20221229153446_20221229163446_@030823.bmp
images\ch15_20221229153446_20221229163446_@031101.bmp,masks\ch15_20221229153446_20221229163446_@031101.bmp
images\ch15_20221229153446_20221229163446_@032489.bmp,masks\ch15_20221229153446_20221229163446_@032489.bmp
images\ch15_20221229153446_20221229163446_@033230.bmp,masks\ch15_20221229153446_20221229163446_@033230.bmp
images\ch15_20221229153446_20221229163446_@041376.bmp,masks\ch15_20221229153446_20221229163446_@041376.bmp
images\ch15_20221229153446_20221229163446_@061925.bmp,masks\ch15_20221229153446_20221229163446_@061925.bmp
images\ch15_20221229153446_20221229163446_@079789.bmp,masks\ch15_20221229153446_20221229163446_@079789.bmp
images\ch16_20221228193446_20221228203446@012592.bmp,masks\ch16_20221228193446_20221228203446@012592.bmp
images\ch16_20221228193446_20221228203446@016296.bmp,masks\ch16_20221228193446_20221228203446@016296.bmp
images\ch16_20221228193446_20221228203446@019814.bmp,masks\ch16_20221228193446_20221228203446@019814.bmp
images\ch16_20221228193446_20221228203446@026110.bmp,masks\ch16_20221228193446_20221228203446@026110.bmp
images\ch16_20221228193446_20221228203446@035184.bmp,masks\ch16_20221228193446_20221228203446@035184.bmp
images\ch16_20221228193446_20221228203446@056666.bmp,masks\ch16_20221228193446_20221228203446@056666.bmp
images\ch16_20221228193446_20221228203446@061110.bmp,masks\ch16_20221228193446_20221228203446@061110.bmp
images\ch16_20221228193446_20221228203446@071295.bmp,masks\ch16_20221228193446_20221228203446@071295.bmp
images\ch16_20221228193446_20221228203446@084258.bmp,masks\ch16_20221228193446_20221228203446@084258.bmp
images\ch16_20221228193446_20221228203446@093158.bmp,masks\ch16_20221228193446_20221228203446@093158.bmp
images\ch16_20221228193446_20221228203446@106110.bmp,masks\ch16_20221228193446_20221228203446@106110.bmp
images\ch16_20221228193446_20221228203446@117036.bmp,masks\ch16_20221228193446_20221228203446@117036.bmp
images\ch16_20221228193446_20221228203446@124088.bmp,masks\ch16_20221228193446_20221228203446@124088.bmp
images\ch16_20221228193446_20221228203446@139999.bmp,masks\ch16_20221228193446_20221228203446@139999.bmp
images\ch16_20221228193446_20221228203446@145184.bmp,masks\ch16_20221228193446_20221228203446@145184.bmp
images\ch16_20221228193446_20221228203446@158888.bmp,masks\ch16_20221228193446_20221228203446@158888.bmp
images\ch16_20221228193446_20221228203446_@001574.bmp,masks\ch16_20221228193446_20221228203446_@001574.bmp
images\ch16_20221228193446_20221228203446_@002407.bmp,masks\ch16_20221228193446_20221228203446_@002407.bmp
images\ch16_20221228193446_20221228203446_@002592.bmp,masks\ch16_20221228193446_20221228203446_@002592.bmp
images\ch16_20221228193446_20221228203446_@006759.bmp,masks\ch16_20221228193446_20221228203446_@006759.bmp
images\ch16_20221228193446_20221228203446_@008055.bmp,masks\ch16_20221228193446_20221228203446_@008055.bmp
images\ch16_20221228193446_20221228203446_@008796.bmp,masks\ch16_20221228193446_20221228203446_@008796.bmp
images\ch16_20221228193446_20221228203446_@011758.bmp,masks\ch16_20221228193446_20221228203446_@011758.bmp
images\ch16_20221228193446_20221228203446_@014721.bmp,masks\ch16_20221228193446_20221228203446_@014721.bmp
images\ch16_20221228193446_20221228203446_@023425.bmp,masks\ch16_20221228193446_20221228203446_@023425.bmp
images\ch16_20221228193446_20221228203446_@024443.bmp,masks\ch16_20221228193446_20221228203446_@024443.bmp
images\ch16_20221228193446_20221228203446_@032406.bmp,masks\ch16_20221228193446_20221228203446_@032406.bmp
images\ch16_20221228193446_20221228203446_@033980.bmp,masks\ch16_20221228193446_20221228203446_@033980.bmp
images\ch16_20221228193446_20221228203446_@084904.bmp,masks\ch16_20221228193446_20221228203446_@084904.bmp
images\ch16_20221229153446_20221229163446_@000000.bmp,masks\ch16_20221229153446_20221229163446_@000000.bmp
images\ch16_20221229153446_20221229163446_@000370.bmp,masks\ch16_20221229153446_20221229163446_@000370.bmp
images\ch16_20221229153446_20221229163446_@008888.bmp,masks\ch16_20221229153446_20221229163446_@008888.bmp
images\ch16_20221229153446_20221229163446_@023147.bmp,masks\ch16_20221229153446_20221229163446_@023147.bmp
images\ch16_20221229153446_20221229163446_@024721.bmp,masks\ch16_20221229153446_20221229163446_@024721.bmp
images\ch16_20221229153446_20221229163446_@032128.bmp,masks\ch16_20221229153446_20221229163446_@032128.bmp
images\ch16_20221229153446_20221229163446_@040276.bmp,masks\ch16_20221229153446_20221229163446_@040276.bmp
images\ch16_20221229153446_20221229163446_@043424.bmp,masks\ch16_20221229153446_20221229163446_@043424.bmp
images\ch16_20221229153446_20221229163446_@045461.bmp,masks\ch16_20221229153446_20221229163446_@045461.bmp
images\ch16_20221229153446_20221229163446_@052683.bmp,masks\ch16_20221229153446_20221229163446_@052683.bmp
images\ch16_20221229153446_20221229163446_@067034.bmp,masks\ch16_20221229153446_20221229163446_@067034.bmp
images\ch16_20221229153446_20221229163446_@070460.bmp,masks\ch16_20221229153446_20221229163446_@070460.bmp
images\ch16_20221229153446_20221229163446_@070830.bmp,masks\ch16_20221229153446_20221229163446_@070830.bmp
images\ch16_20221229153446_20221229163446_@071386.bmp,masks\ch16_20221229153446_20221229163446_@071386.bmp
images\ch16_20221229153446_20221229163446_@073608.bmp,masks\ch16_20221229153446_20221229163446_@073608.bmp
images\ch16_20221229153446_20221229163446_@083978.bmp,masks\ch16_20221229153446_20221229163446_@083978.bmp
images\ch16_20221229153446_20221229163446_@084719.bmp,masks\ch16_20221229153446_20221229163446_@084719.bmp
images\ch16_20221229153446_20221229163446_@085460.bmp,masks\ch16_20221229153446_20221229163446_@085460.bmp
images\ch16_20221229163446_20221229173446_@003518.bmp,masks\ch16_20221229163446_20221229173446_@003518.bmp
images\ch16_20221229163446_20221229173446_@004166.bmp,masks\ch16_20221229163446_20221229173446_@004166.bmp
images\ch16_20221229163446_20221229173446_@005185.bmp,masks\ch16_20221229163446_20221229173446_@005185.bmp
images\ch16_20221229163446_20221229173446_@009629.bmp,masks\ch16_20221229163446_20221229173446_@009629.bmp
images\ch16_20221229163446_20221229173446_@021480.bmp,masks\ch16_20221229163446_20221229173446_@021480.bmp
images\ch16_20221229163446_20221229173446_@022684.bmp,masks\ch16_20221229163446_20221229173446_@022684.bmp
images\ch1_20221228193446_20221228203446@004442.bmp,masks\ch1_20221228193446_20221228203446@004442.bmp
images\ch1_20221228193446_20221228203446@006294.bmp,masks\ch1_20221228193446_20221228203446@006294.bmp
images\ch1_20221228193446_20221228203446@009989.bmp,masks\ch1_20221228193446_20221228203446@009989.bmp
images\ch1_20221228193446_20221228203446@027214.bmp,masks\ch1_20221228193446_20221228203446@027214.bmp
images\ch1_20221228193446_20221228203446@030361.bmp,masks\ch1_20221228193446_20221228203446@030361.bmp
images\ch1_20221228193446_20221228203446@034249.bmp,masks\ch1_20221228193446_20221228203446@034249.bmp
images\ch1_20221228193446_20221228203446@038507.bmp,masks\ch1_20221228193446_20221228203446@038507.bmp
images\ch1_20221228193446_20221228203446@045357.bmp,masks\ch1_20221228193446_20221228203446@045357.bmp
images\ch1_20221228193446_20221228203446@046283.bmp,masks\ch1_20221228193446_20221228203446@046283.bmp
images\ch1_20221228193446_20221228203446@047949.bmp,masks\ch1_20221228193446_20221228203446@047949.bmp
images\ch1_20221228193446_20221228203446@054614.bmp,masks\ch1_20221228193446_20221228203446@054614.bmp
images\ch1_20221228193446_20221228203446@071090.bmp,masks\ch1_20221228193446_20221228203446@071090.bmp
images\ch1_20221228193446_20221228203446@076089.bmp,masks\ch1_20221228193446_20221228203446@076089.bmp
images\ch1_20221228193446_20221228203446@079085.bmp,masks\ch1_20221228193446_20221228203446@079085.bmp
images\ch1_20221228193446_20221228203446@080532.bmp,masks\ch1_20221228193446_20221228203446@080532.bmp
images\ch1_20221228193446_20221228203446@084235.bmp,masks\ch1_20221228193446_20221228203446@084235.bmp
images\ch1_20221228193446_20221228203446@099601.bmp,masks\ch1_20221228193446_20221228203446@099601.bmp
images\ch1_20221228193446_20221228203446@122960.bmp,masks\ch1_20221228193446_20221228203446@122960.bmp
images\ch1_20221228193446_20221228203446@125895.bmp,masks\ch1_20221228193446_20221228203446@125895.bmp
images\ch1_20221228193446_20221228203446@135732.bmp,masks\ch1_20221228193446_20221228203446@135732.bmp
images\ch1_20221228193446_20221228203446@147789.bmp,masks\ch1_20221228193446_20221228203446@147789.bmp
images\ch1_20221228193446_20221228203446@150509.bmp,masks\ch1_20221228193446_20221228203446@150509.bmp
images\ch1_20221228193446_20221228203446@153104.bmp,masks\ch1_20221228193446_20221228203446@153104.bmp
images\ch1_20221229013446_20221229023446_@003610.bmp,masks\ch1_20221229013446_20221229023446_@003610.bmp
images\ch1_20221229013446_20221229023446_@018883.bmp,masks\ch1_20221229013446_20221229023446_@018883.bmp
images\ch1_20221229013446_20221229023446_@021382.bmp,masks\ch1_20221229013446_20221229023446_@021382.bmp
images\ch1_20221229013446_20221229023446_@022122.bmp,masks\ch1_20221229013446_20221229023446_@022122.bmp
images\ch1_20221229013446_20221229023446_@023604.bmp,masks\ch1_20221229013446_20221229023446_@023604.bmp
images\ch1_20221229013446_20221229023446_@024251.bmp,masks\ch1_20221229013446_20221229023446_@024251.bmp
images\ch1_20221229013446_20221229023446_@026936.bmp,masks\ch1_20221229013446_20221229023446_@026936.bmp
images\ch1_20221229013446_20221229023446_@027676.bmp,masks\ch1_20221229013446_20221229023446_@027676.bmp
images\ch1_20221229013446_20221229023446_@029250.bmp,masks\ch1_20221229013446_20221229023446_@029250.bmp
images\ch1_20221229013446_20221229023446_@029898.bmp,masks\ch1_20221229013446_20221229023446_@029898.bmp
images\ch1_20221229013446_20221229023446_@030546.bmp,masks\ch1_20221229013446_20221229023446_@030546.bmp
images\ch1_20221229013446_20221229023446_@030916.bmp,masks\ch1_20221229013446_20221229023446_@030916.bmp
images\ch1_20221229013446_20221229023446_@033323.bmp,masks\ch1_20221229013446_20221229023446_@033323.bmp
images\ch1_20221229013446_20221229023446_@041561.bmp,masks\ch1_20221229013446_20221229023446_@041561.bmp
images\ch1_20230228192817_20230228202817@001577.bmp,masks\ch1_20230228192817_20230228202817@001577.bmp
images\ch1_20230228192817_20230228202817@003007.bmp,masks\ch1_20230228192817_20230228202817@003007.bmp
images\ch1_20230228192817_20230228202817@007619.bmp,masks\ch1_20230228192817_20230228202817@007619.bmp
images\ch1_20230228192817_20230228202817@009802.bmp,masks\ch1_20230228192817_20230228202817@009802.bmp
images\ch1_20230228192817_20230228202817@010421.bmp,masks\ch1_20230228192817_20230228202817@010421.bmp
images\ch1_20230228192817_20230228202817@046804.bmp,masks\ch1_20230228192817_20230228202817@046804.bmp
images\ch1_20230228192817_20230228202817@047301.bmp,masks\ch1_20230228192817_20230228202817@047301.bmp
images\ch1_20230228192817_20230228202817@051152.bmp,masks\ch1_20230228192817_20230228202817@051152.bmp
images\ch1_20230228192817_20230228202817@058438.bmp,masks\ch1_20230228192817_20230228202817@058438.bmp
images\ch1_20230228192817_20230228202817@063111.bmp,masks\ch1_20230228192817_20230228202817@063111.bmp
images\ch1_20230228192817_20230228202817@066024.bmp,masks\ch1_20230228192817_20230228202817@066024.bmp
images\ch1_20230228192817_20230228202817@075297.bmp,masks\ch1_20230228192817_20230228202817@075297.bmp
images\ch1_20230309202847_20230309212847@000030.bmp,masks\ch1_20230309202847_20230309212847@000030.bmp
images\ch1_20230309202847_20230309212847@000049.bmp,masks\ch1_20230309202847_20230309212847@000049.bmp
images\ch1_20230309202847_20230309212847@000227.bmp,masks\ch1_20230309202847_20230309212847@000227.bmp
images\ch1_20230309202847_20230309212847@003888.bmp,masks\ch1_20230309202847_20230309212847@003888.bmp
images\ch1_20230309202847_20230309212847@005092.bmp,masks\ch1_20230309202847_20230309212847@005092.bmp
images\ch1_20230309202847_20230309212847@005370.bmp,masks\ch1_20230309202847_20230309212847@005370.bmp
images\ch1_20230309202847_20230309212847@006197.bmp,masks\ch1_20230309202847_20230309212847@006197.bmp
images\ch1_20230309202847_20230309212847@006958.bmp,masks\ch1_20230309202847_20230309212847@006958.bmp
images\ch1_20230309202847_20230309212847@008518.bmp,masks\ch1_20230309202847_20230309212847@008518.bmp
images\ch1_20230309202847_20230309212847@008632.bmp,masks\ch1_20230309202847_20230309212847@008632.bmp
images\ch1_20230309202847_20230309212847@009076.bmp,masks\ch1_20230309202847_20230309212847@009076.bmp
images\ch1_20230309202847_20230309212847@010844.bmp,masks\ch1_20230309202847_20230309212847@010844.bmp
images\ch1_20230309202847_20230309212847@011296.bmp,masks\ch1_20230309202847_20230309212847@011296.bmp
images\ch1_20230309202847_20230309212847@013527.bmp,masks\ch1_20230309202847_20230309212847@013527.bmp
images\ch1_20230309202847_20230309212847@013981.bmp,masks\ch1_20230309202847_20230309212847@013981.bmp
images\ch1_20230309202847_20230309212847@015461.bmp,masks\ch1_20230309202847_20230309212847@015461.bmp
images\ch1_20230309202847_20230309212847@015655.bmp,masks\ch1_20230309202847_20230309212847@015655.bmp
images\ch1_20230309202847_20230309212847@016287.bmp,masks\ch1_20230309202847_20230309212847@016287.bmp
images\ch1_20230309202847_20230309212847@016327.bmp,masks\ch1_20230309202847_20230309212847@016327.bmp
images\ch1_20230309202847_20230309212847@016931.bmp,masks\ch1_20230309202847_20230309212847@016931.bmp
images\ch1_20230309202847_20230309212847@018238.bmp,masks\ch1_20230309202847_20230309212847@018238.bmp
images\ch1_20230309202847_20230309212847@018546.bmp,masks\ch1_20230309202847_20230309212847@018546.bmp
images\ch1_20230309202847_20230309212847@019056.bmp,masks\ch1_20230309202847_20230309212847@019056.bmp
images\ch1_20230309202847_20230309212847@019448.bmp,masks\ch1_20230309202847_20230309212847@019448.bmp
images\ch1_20230309202847_20230309212847@019535.bmp,masks\ch1_20230309202847_20230309212847@019535.bmp
images\ch1_20230309202847_20230309212847@019745.bmp,masks\ch1_20230309202847_20230309212847@019745.bmp
images\ch1_20230309202847_20230309212847@019937.bmp,masks\ch1_20230309202847_20230309212847@019937.bmp
images\ch1_20230309202847_20230309212847@020277.bmp,masks\ch1_20230309202847_20230309212847@020277.bmp
images\ch1_20230309202847_20230309212847@021864.bmp,masks\ch1_20230309202847_20230309212847@021864.bmp
images\ch1_20230309202847_20230309212847@022684.bmp,masks\ch1_20230309202847_20230309212847@022684.bmp
images\ch1_20230309202847_20230309212847@023610.bmp,masks\ch1_20230309202847_20230309212847@023610.bmp
images\ch1_20230309202847_20230309212847@026944.bmp,masks\ch1_20230309202847_20230309212847@026944.bmp
images\ch1_20230309202847_20230309212847@028055.bmp,masks\ch1_20230309202847_20230309212847@028055.bmp
images\ch1_20230309202847_20230309212847@032221.bmp,masks\ch1_20230309202847_20230309212847@032221.bmp
images\ch1_20230309202847_20230309212847@042962.bmp,masks\ch1_20230309202847_20230309212847@042962.bmp
images\ch1_20230309202847_20230309212847@066851.bmp,masks\ch1_20230309202847_20230309212847@066851.bmp
images\ch1_20230309202847_20230309212847@077776.bmp,masks\ch1_20230309202847_20230309212847@077776.bmp
images\ch1_20230309202847_20230309212847@078795.bmp,masks\ch1_20230309202847_20230309212847@078795.bmp
images\ch1_20230309202847_20230309212847@085647.bmp,masks\ch1_20230309202847_20230309212847@085647.bmp
images\ch1_20230309202847_20230309212847@086940.bmp,masks\ch1_20230309202847_20230309212847@086940.bmp
images\ch1_20230309202847_20230309212847@087499.bmp,masks\ch1_20230309202847_20230309212847@087499.bmp
images\ch1_20230523180211_20230523190211@000520.bmp,masks\ch1_20230523180211_20230523190211@000520.bmp
images\ch1_20230523180211_20230523190211@001003.bmp,masks\ch1_20230523180211_20230523190211@001003.bmp
images\ch1_20230523180211_20230523190211@001582.bmp,masks\ch1_20230523180211_20230523190211@001582.bmp
images\ch1_20230523180211_20230523190211@003702.bmp,masks\ch1_20230523180211_20230523190211@003702.bmp
images\ch1_20230523180211_20230523190211@004918.bmp,masks\ch1_20230523180211_20230523190211@004918.bmp
images\ch1_20230523180211_20230523190211@004922.bmp,masks\ch1_20230523180211_20230523190211@004922.bmp
images\ch1_20230523180211_20230523190211@005115.bmp,masks\ch1_20230523180211_20230523190211@005115.bmp
images\ch1_20230523180211_20230523190211@005198.bmp,masks\ch1_20230523180211_20230523190211@005198.bmp
images\ch1_20230523180211_20230523190211@005739.bmp,masks\ch1_20230523180211_20230523190211@005739.bmp
images\ch1_20230523180211_20230523190211@006525.bmp,masks\ch1_20230523180211_20230523190211@006525.bmp
images\ch1_20230523180211_20230523190211@006585.bmp,masks\ch1_20230523180211_20230523190211@006585.bmp
images\ch1_20230523180211_20230523190211@006928.bmp,masks\ch1_20230523180211_20230523190211@006928.bmp
images\ch1_20230523180211_20230523190211@006959.bmp,masks\ch1_20230523180211_20230523190211@006959.bmp
images\ch1_20230523180211_20230523190211@007130.bmp,masks\ch1_20230523180211_20230523190211@007130.bmp
images\ch1_20230523180211_20230523190211@010415.bmp,masks\ch1_20230523180211_20230523190211@010415.bmp
images\ch1_20230523180211_20230523190211@010642.bmp,masks\ch1_20230523180211_20230523190211@010642.bmp
images\ch1_20230523180211_20230523190211@010740.bmp,masks\ch1_20230523180211_20230523190211@010740.bmp
images\ch1_20230523180211_20230523190211@012725.bmp,masks\ch1_20230523180211_20230523190211@012725.bmp
images\ch1_20230523180211_20230523190211@013150.bmp,masks\ch1_20230523180211_20230523190211@013150.bmp
images\ch1_20230523180211_20230523190211@013611.bmp,masks\ch1_20230523180211_20230523190211@013611.bmp
images\ch1_20230523180211_20230523190211@014163.bmp,masks\ch1_20230523180211_20230523190211@014163.bmp
images\ch2_20221228193446_20221228203446@007592.bmp,masks\ch2_20221228193446_20221228203446@007592.bmp
images\ch2_20221228193446_20221228203446@014988.bmp,masks\ch2_20221228193446_20221228203446@014988.bmp
images\ch2_20221228193446_20221228203446@014999.bmp,masks\ch2_20221228193446_20221228203446@014999.bmp
images\ch2_20221228193446_20221228203446@015555.bmp,masks\ch2_20221228193446_20221228203446@015555.bmp
images\ch2_20221228193446_20221228203446@016851.bmp,masks\ch2_20221228193446_20221228203446@016851.bmp
images\ch2_20221228193446_20221228203446@018333.bmp,masks\ch2_20221228193446_20221228203446@018333.bmp
images\ch2_20221228193446_20221228203446@019999.bmp,masks\ch2_20221228193446_20221228203446@019999.bmp
images\ch2_20221228193446_20221228203446@020587.bmp,masks\ch2_20221228193446_20221228203446@020587.bmp
images\ch2_20221228193446_20221228203446@022960.bmp,masks\ch2_20221228193446_20221228203446@022960.bmp
images\ch2_20221228193446_20221228203446@037036.bmp,masks\ch2_20221228193446_20221228203446@037036.bmp
images\ch2_20221228193446_20221228203446@045158.bmp,masks\ch2_20221228193446_20221228203446@045158.bmp
images\ch2_20221228193446_20221228203446@049447.bmp,masks\ch2_20221228193446_20221228203446@049447.bmp
images\ch2_20221228193446_20221228203446@051296.bmp,masks\ch2_20221228193446_20221228203446@051296.bmp
images\ch2_20221228193446_20221228203446@054995.bmp,masks\ch2_20221228193446_20221228203446@054995.bmp
images\ch2_20221228193446_20221228203446@058703.bmp,masks\ch2_20221228193446_20221228203446@058703.bmp
images\ch2_20221228193446_20221228203446@059444.bmp,masks\ch2_20221228193446_20221228203446@059444.bmp
images\ch2_20221228193446_20221228203446@064814.bmp,masks\ch2_20221228193446_20221228203446@064814.bmp
images\ch2_20221228193446_20221228203446@072962.bmp,masks\ch2_20221228193446_20221228203446@072962.bmp
images\ch2_20221228193446_20221228203446@075555.bmp,masks\ch2_20221228193446_20221228203446@075555.bmp
images\ch2_20221228193446_20221228203446@083888.bmp,masks\ch2_20221228193446_20221228203446@083888.bmp
images\ch2_20221228193446_20221228203446@097036.bmp,masks\ch2_20221228193446_20221228203446@097036.bmp
images\ch2_20221228193446_20221228203446@107455.bmp,masks\ch2_20221228193446_20221228203446@107455.bmp
images\ch2_20221228193446_20221228203446@108717.bmp,masks\ch2_20221228193446_20221228203446@108717.bmp
images\ch2_20221228193446_20221228203446@113703.bmp,masks\ch2_20221228193446_20221228203446@113703.bmp
images\ch2_20221228193446_20221228203446@156665.bmp,masks\ch2_20221228193446_20221228203446@156665.bmp
images\ch2_20221228193446_20221228203446@160744.bmp,masks\ch2_20221228193446_20221228203446@160744.bmp
images\ch2_20221229073446_20221229083446_@001481.bmp,masks\ch2_20221229073446_20221229083446_@001481.bmp
images\ch2_20221229073446_20221229083446_@003518.bmp,masks\ch2_20221229073446_20221229083446_@003518.bmp
images\ch2_20221229073446_20221229083446_@004259.bmp,masks\ch2_20221229073446_20221229083446_@004259.bmp
images\ch2_20221229073446_20221229083446_@007221.bmp,masks\ch2_20221229073446_20221229083446_@007221.bmp
images\ch2_20221229073446_20221229083446_@007499.bmp,masks\ch2_20221229073446_20221229083446_@007499.bmp
images\ch2_20221229073446_20221229083446_@009721.bmp,masks\ch2_20221229073446_20221229083446_@009721.bmp
images\ch2_20221229073446_20221229083446_@014166.bmp,masks\ch2_20221229073446_20221229083446_@014166.bmp
images\ch2_20221229073446_20221229083446_@020647.bmp,masks\ch2_20221229073446_20221229083446_@020647.bmp
images\ch2_20221229073446_20221229083446_@030091.bmp,masks\ch2_20221229073446_20221229083446_@030091.bmp
images\ch2_20221229073446_20221229083446_@031295.bmp,masks\ch2_20221229073446_20221229083446_@031295.bmp
images\ch2_20221229073446_20221229083446_@032221.bmp,masks\ch2_20221229073446_20221229083446_@032221.bmp
images\ch2_20221229073446_20221229083446_@035554.bmp,masks\ch2_20221229073446_20221229083446_@035554.bmp
images\ch2_20221229073446_20221229083446_@041943.bmp,masks\ch2_20221229073446_20221229083446_@041943.bmp
images\ch2_20221229073446_20221229083446_@047683.bmp,masks\ch2_20221229073446_20221229083446_@047683.bmp
images\ch2_20221229073446_20221229083446_@051294.bmp,masks\ch2_20221229073446_20221229083446_@051294.bmp
images\ch2_20221229073446_20221229083446_@059442.bmp,masks\ch2_20221229073446_20221229083446_@059442.bmp
images\ch2_20221229073446_20221229083446_@062775.bmp,masks\ch2_20221229073446_20221229083446_@062775.bmp
images\ch2_20221229073446_20221229083446_@074997.bmp,masks\ch2_20221229073446_20221229083446_@074997.bmp
images\ch2_20230228192817_20230228202817@001677.bmp,masks\ch2_20230228192817_20230228202817@001677.bmp
images\ch2_20230228192817_20230228202817@002046.bmp,masks\ch2_20230228192817_20230228202817@002046.bmp
images\ch2_20230228192817_20230228202817@005465.bmp,masks\ch2_20230228192817_20230228202817@005465.bmp
images\ch2_20230228192817_20230228202817@022769.bmp,masks\ch2_20230228192817_20230228202817@022769.bmp
images\ch2_20230228192817_20230228202817@023131.bmp,masks\ch2_20230228192817_20230228202817@023131.bmp
images\ch2_20230228192817_20230228202817@025932.bmp,masks\ch2_20230228192817_20230228202817@025932.bmp
images\ch2_20230228192817_20230228202817@034415.bmp,masks\ch2_20230228192817_20230228202817@034415.bmp
images\ch2_20230228192817_20230228202817@040530.bmp,masks\ch2_20230228192817_20230228202817@040530.bmp
images\ch2_20230228192817_20230228202817@047406.bmp,masks\ch2_20230228192817_20230228202817@047406.bmp
images\ch2_20230228192817_20230228202817@048489.bmp,masks\ch2_20230228192817_20230228202817@048489.bmp
images\ch2_20230228192817_20230228202817@057872.bmp,masks\ch2_20230228192817_20230228202817@057872.bmp
images\ch2_20230228192817_20230228202817@069089.bmp,masks\ch2_20230228192817_20230228202817@069089.bmp
images\ch2_20230228192817_20230228202817@069632.bmp,masks\ch2_20230228192817_20230228202817@069632.bmp
images\ch2_20230228192817_20230228202817@069639.bmp,masks\ch2_20230228192817_20230228202817@069639.bmp
images\ch2_20230228192817_20230228202817@074906.bmp,masks\ch2_20230228192817_20230228202817@074906.bmp
images\ch2_20230228192817_20230228202817@075879.bmp,masks\ch2_20230228192817_20230228202817@075879.bmp
images\ch2_20230228192817_20230228202817@077130.bmp,masks\ch2_20230228192817_20230228202817@077130.bmp
images\ch2_20230228192817_20230228202817@080813.bmp,masks\ch2_20230228192817_20230228202817@080813.bmp
images\ch2_20230309202847_20230309212847@002962.bmp,masks\ch2_20230309202847_20230309212847@002962.bmp
images\ch2_20230309202847_20230309212847@007777.bmp,masks\ch2_20230309202847_20230309212847@007777.bmp
images\ch2_20230309202847_20230309212847@010277.bmp,masks\ch2_20230309202847_20230309212847@010277.bmp
